permalink,company,numEmps,category,city,state,fundedDate,raisedAmt,raisedCurrency,round
silkroad-technology,SilkRoad technology,,,Winston-Salem,NC,2008-05-15 12:00:00 -0400,54000000,USD,c
brightdoor-systems,BrightDoor Systems,26,web,Cary,NC,2007-04-13 12:00:00 -0400,200000,USD,a
drifttoit,DriftToIt,4,web,Raleigh,NC,2007-06-01 12:00:00 -0400,300000,USD,angel
rpath,rPath,45,other,Raleigh,NC,2006-01-24 12:00:00 -0500,6400000,USD,a
rpath,rPath,45,other,Raleigh,NC,2007-01-24 12:00:00 -0500,9100000,USD,b
rpath,rPath,45,other,Raleigh,NC,2008-06-24 12:00:00 -0400,10000000,USD,c
ntractive,Ntractive,6,web,Grand Forks,ND,2008-07-08 12:00:00 -0400,570000,USD,a
billmelater,Bill Me Later,,web,Omaha,NE,2006-03-01 12:00:00 -0500,27400000,USD,a
adaptiveblue,AdaptiveBlue,6,web,Livingston,NJ,2007-02-15 12:00:00 -0500,1500000,USD,a
phanfare,Phanfare,,web,Metuchen,NJ,2007-11-01 12:00:00 -0400,2500000,USD,c
phanfare,Phanfare,,web,Metuchen,NJ,2006-07-01 12:00:00 -0400,2000000,USD,b
enterprisedb,EnterpriseDB,,software,Edison,NJ,2005-09-07 12:00:00 -0400,7000000,USD,a
enterprisedb,EnterpriseDB,,software,Edison,NJ,2006-08-01 12:00:00 -0400,20000000,USD,b
enterprisedb,EnterpriseDB,,software,Edison,NJ,2008-03-25 12:00:00 -0400,10000000,USD,c
neocleus,Neocleus,,web,Jersey City,NJ,2008-06-19 12:00:00 -0400,11000000,USD,b
datapipe,Datapipe,,web,Jersey City,NJ,2008-07-08 12:00:00 -0400,75000000,USD,unattributed
switch2health,Switch2Health,,web,North Brunswick,NJ,2008-07-16 12:00:00 -0400,200000,USD,unattributed
voltaix,Voltaix,,hardware,N. Branch,NJ,2008-07-29 12:00:00 -0400,12500000,USD,unattributed
spaboom,SpaBoom,9,web,Albuquerque,NM,2006-07-15 12:00:00 -0400,700000,USD,a
spaboom,SpaBoom,9,web,Albuquerque,NM,2007-09-15 12:00:00 -0400,600000,USD,b
novint,Novint,,other,Albuquerque,NM,2008-06-17 12:00:00 -0400,5200000,USD,unattributed
meetmoi,MeetMoi,7,web,New York City,NY,2007-06-01 12:00:00 -0400,1500000,USD,a
meetup,Meetup,1,mobile,New York,NY,2002-12-01 12:00:00 -0500,2800000,USD,a
meetup,Meetup,1,mobile,New York,NY,2003-11-01 12:00:00 -0500,5300000,USD,b
meetup,Meetup,1,mobile,New York,NY,2008-07-23 12:00:00 -0400,7500000,USD,d
mogulus,Mogulus,20,web,New York,NY,2007-05-01 12:00:00 -0400,1200000,USD,angel
mogulus,Mogulus,20,web,New York,NY,2008-01-01 12:00:00 -0500,1500000,USD,angel
mogulus,Mogulus,20,web,New York,NY,2008-07-01 12:00:00 -0400,10000000,USD,a
pando,Pando,23,software,New York,NY,2007-01-01 12:00:00 -0500,11000000,USD,b
pando,Pando,23,software,New York,NY,2008-03-01 12:00:00 -0500,20900000,USD,c
outside-in,Outside.in,17,web,Brooklyn,NY,2007-02-01 12:00:00 -0500,900000,USD,angel
outside-in,Outside.in,17,web,Brooklyn,NY,2007-10-01 12:00:00 -0400,1500000,USD,angel
outside-in,Outside.in,17,web,Brooklyn,NY,2008-05-19 12:00:00 -0400,3000000,USD,a
selectminds,SelectMinds,55,web,New York,NY,2007-08-01 12:00:00 -0400,5500000,USD,a
veotag,Veotag,,web,New York,NY,2007-05-01 12:00:00 -0400,750000,USD,angel
roo,KIT digital,100,web,New York,NY,2008-05-08 12:00:00 -0400,15000000,USD,b
roo,KIT digital,100,web,New York,NY,2008-04-18 12:00:00 -0400,5000000,USD,a
contextweb,ContextWeb,,web,New York,NY,2004-06-01 12:00:00 -0400,3000000,USD,a
contextweb,ContextWeb,,web,New York,NY,2005-06-01 12:00:00 -0400,9000000,USD,b
contextweb,ContextWeb,,web,New York,NY,2008-07-20 12:00:00 -0400,26000000,USD,d
datranmedia,Datran Media,,web,New York,NY,2005-03-01 12:00:00 -0500,60000000,USD,a
eyeblaster,Eyeblaster,,web,New York,NY,2003-12-01 12:00:00 -0500,8000000,USD,a
eyeblaster,Eyeblaster,,web,New York,NY,2007-03-21 12:00:00 -0400,30000000,USD,b
covestor,Covestor,,web,New York,NY,2007-06-01 12:00:00 -0400,1000000,USD,angel
covestor,Covestor,,web,New York,NY,2008-04-07 12:00:00 -0400,6500000,USD,a
globalgrind,Global Grind,20,web,New York,NY,2007-08-01 12:00:00 -0400,4500000,USD,b
heavy-com,Heavy.com,,web,New York,NY,2001-03-01 12:00:00 -0500,3000000,USD,a
spiralfrog,SpiralFrog,15,web,New York,NY,2007-12-01 12:00:00 -0500,2000000,USD,debt_round
broadbandenterprises,Broadband Enterprises,,web,New York,NY,2008-01-01 12:00:00 -0500,10000000,USD,a
thumbplay,Thumbplay,,mobile,New York,NY,2008-03-13 12:00:00 -0400,18000000,USD,e
waterfrontmedia,Waterfront Media,,web,"Brooklyn, New York",NY,2007-09-01 12:00:00 -0400,25000000,USD,d
waterfrontmedia,Waterfront Media,,web,"Brooklyn, New York",NY,2004-03-01 12:00:00 -0500,4000000,USD,a
waterfrontmedia,Waterfront Media,,web,"Brooklyn, New York",NY,2006-03-01 12:00:00 -0500,6000000,USD,b
waterfrontmedia,Waterfront Media,,web,"Brooklyn, New York",NY,2007-04-01 12:00:00 -0400,8000000,USD,c
tutor,Tutor,55,web,New Yorl,NY,2007-05-01 12:00:00 -0400,13500000,USD,b
daylife,Daylife,,web,New York,NY,2007-06-01 12:00:00 -0400,8300000,USD,b
teachthepeople,Teach The People,1,web,Astoria,NY,2007-01-01 12:00:00 -0500,300000,USD,angel
healthcare-health-human-powered-search,OrganizedWisdom,18,web,New York,NY,2008-06-01 12:00:00 -0400,2300000,USD,a
snooth,Snooth,,web,New  York,NY,2006-12-01 12:00:00 -0500,300000,USD,angel
snooth,Snooth,,web,New  York,NY,2007-11-01 12:00:00 -0400,1000000,USD,a
5min,5min,8,web,New York,NY,2007-04-01 12:00:00 -0400,300000,USD,angel
5min,5min,8,web,New York,NY,2007-11-01 12:00:00 -0400,5000000,USD,a
kaltura,Kaltura,20,web,Brooklyn,NY,2007-05-01 12:00:00 -0400,2100000,USD,a
mimeo,Mimeo,,web,New York,NY,2007-09-01 12:00:00 -0400,25000000,USD,a
rayv,RayV,,web,New York,NY,2007-10-01 12:00:00 -0400,8000000,USD,b
tumblr,Tumblr,,web,New York,NY,2007-10-31 00:00:00 -0400,750000,USD,a
payoneer,Payoneer,50,web,New York,NY,2008-07-24 12:00:00 -0400,8000000,USD,b
exelate,eXelate,,web,New York,NY,2007-10-01 12:00:00 -0400,4000000,USD,a
quigo,Quigo,,web,New York,NY,2004-03-01 12:00:00 -0500,5000000,USD,a
peer39,Peer39,50,web,New York,NY,2007-02-01 12:00:00 -0500,3000000,USD,a
peer39,Peer39,50,web,New York,NY,2007-09-01 12:00:00 -0400,8200000,USD,b
peer39,Peer39,50,web,New York,NY,2006-03-01 12:00:00 -0500,500000,USD,seed
rebelmonkey,Rebel Monkey,15,web,New York,NY,2008-02-05 12:00:00 -0500,1000000,USD,a
answers,Answers Corporation,,web,New York,NY,1999-01-01 12:00:00 -0500,300000,USD,a
answers,Answers Corporation,,web,New York,NY,1999-04-01 12:00:00 -0500,1360000,USD,b
answers,Answers Corporation,,web,New York,NY,1999-09-01 12:00:00 -0400,2750000,USD,c
answers,Answers Corporation,,web,New York,NY,"",28000000,USD,d
answers,Answers Corporation,,web,New York,NY,2008-06-17 12:00:00 -0400,13000000,USD,debt_round
seetoo,SeeToo,,web,New York,NY,2007-10-01 12:00:00 -0400,1000000,USD,angel
drop-io-2,drop.io,,web,Brooklyn,NY,2007-11-01 12:00:00 -0400,1250000,USD,a
drop-io-2,drop.io,,web,Brooklyn,NY,2008-03-10 12:00:00 -0400,2700000,USD,b
motionbox,Motionbox,,web,New York,NY,2006-09-01 12:00:00 -0400,4200000,USD,a
motionbox,Motionbox,,web,New York,NY,2007-12-01 12:00:00 -0500,7000000,USD,b
dgplabs,DGP Labs,,web,New York,NY,2007-11-01 12:00:00 -0400,4750000,USD,a
ideeli,Ideeli,,web,New York,NY,2007-12-01 12:00:00 -0500,3800000,USD,a
livegamer,Live Gamer,,web,New York,NY,2007-12-01 12:00:00 -0500,24000000,USD,a
weshow,WeShow,0,web,New York,NY,2007-06-01 12:00:00 -0400,5000000,USD,a
etsy,Etsy,45,web,Brooklyn,NY,2006-06-01 12:00:00 -0400,315000,USD,angel
etsy,Etsy,45,web,Brooklyn,NY,2006-11-01 12:00:00 -0500,1000000,USD,a
etsy,Etsy,45,web,Brooklyn,NY,2007-07-01 12:00:00 -0400,3250000,USD,b
etsy,Etsy,45,web,Brooklyn,NY,2008-01-01 12:00:00 -0500,27000000,USD,c
phonetag,PhoneTag,10,web,New York,NY,2007-02-01 12:00:00 -0500,3500000,USD,angel
phonetag,PhoneTag,10,web,New York,NY,2004-01-01 12:00:00 -0500,200000,USD,seed
phonetag,PhoneTag,10,web,New York,NY,2007-12-01 12:00:00 -0500,2000000,USD,angel
tremormedia,Tremor Media,,web,New York,NY,2006-09-01 12:00:00 -0400,8400000,USD,a
tremormedia,Tremor Media,,web,New York,NY,2008-01-01 12:00:00 -0500,11000000,USD,b
yoonew,YooNew,,web,New York,NY,2005-08-01 12:00:00 -0400,2000000,USD,angel
fifthgenerationsystems,Fifth Generation Systems,,web,Roslyn Heights,NY,2008-01-01 12:00:00 -0500,5300000,USD,b
fifthgenerationsystems,Fifth Generation Systems,,web,Roslyn Heights,NY,2006-11-01 12:00:00 -0500,5250000,USD,a
igaworldwide,IGA Worldwide,,web,New York,NY,2006-02-01 12:00:00 -0500,12000000,USD,a
igaworldwide,IGA Worldwide,,web,New York,NY,2007-07-01 12:00:00 -0400,25000000,USD,b
igaworldwide,IGA Worldwide,,web,New York,NY,2008-01-01 12:00:00 -0500,5000000,USD,b
theladders,TheLadders,200,web,New York,NY,2004-11-08 12:00:00 -0500,7250000,USD,a
adotube,Adotube,30,web,New York,NY,2007-07-31 00:00:00 -0400,630000,USD,seed
adotube,Adotube,30,web,New York,NY,2008-04-01 12:00:00 -0400,600000,USD,seed
kluster,Kluster,,web,New York,NY,2008-01-01 12:00:00 -0500,1000000,USD,seed
blog-talk-radio,Blog Talk Radio,,web,New York,NY,2008-06-25 12:00:00 -0400,4600000,USD,a
pingg,Pingg,7,web,New York,NY,2007-01-01 12:00:00 -0500,500000,USD,seed
pingg,Pingg,7,web,New York,NY,2007-03-01 12:00:00 -0500,800000,USD,angel
outbrain,Outbrain,,web,New York City,NY,2007-01-01 12:00:00 -0500,1000000,USD,seed
outbrain,Outbrain,,web,New York City,NY,2008-02-25 12:00:00 -0500,5000000,USD,a
mochila,Mochila,52,web,New York,NY,2007-01-02 12:00:00 -0500,8000000,USD,b
olx,OLX,85,web,New York City,NY,2007-09-01 12:00:00 -0400,10000000,USD,a
olx,OLX,85,web,New York City,NY,2008-04-11 12:00:00 -0400,13500000,USD,b
boonty,Boonty,150,web,New York,NY,2005-07-07 12:00:00 -0400,10000000,USD,b
tripology,Tripology,,web,New York,NY,2007-01-01 12:00:00 -0500,1250000,USD,a
the-feedroom,The Feedroom,,web,New York,NY,2008-07-09 12:00:00 -0400,12000000,USD,unattributed
next-new-networks,Next New Networks,15,web,New York,NY,2007-01-01 12:00:00 -0500,8000000,USD,a
next-new-networks,Next New Networks,15,web,New York,NY,2008-03-12 12:00:00 -0400,15000000,USD,b
riverwired,RiverWired,,web,New York,NY,2008-03-01 12:00:00 -0500,1500000,USD,seed
fynanz,Fynanz,10,web,New York,NY,2007-10-01 12:00:00 -0400,500000,USD,angel
digital-railroad,Digital Railroad,,web,New York,NY,2005-06-14 12:00:00 -0400,5200000,USD,a
digital-railroad,Digital Railroad,,web,New York,NY,2007-02-05 12:00:00 -0500,10000000,USD,b
silicon-alley-insider,Silicon Alley Insider,,,New York,NY,2008-07-16 12:00:00 -0400,900000,USD,seed
undertone-networks,Undertone Networks,,web,New York,NY,2008-03-31 00:00:00 -0400,40000000,USD,a
someecards,Someecards,,web,New York,NY,2008-04-01 12:00:00 -0400,350000,USD,seed
trunkt,Trunkt,2,web,New York,NY,2007-05-15 12:00:00 -0400,350000,USD,seed
cutcaster-2,Cutcaster,6,web,New York City,NY,2008-01-01 12:00:00 -0500,150000,USD,seed
visible-world,Visible World,,software,New York,NY,2008-04-14 12:00:00 -0400,25000000,USD,c
visible-world,Visible World,,software,New York,NY,2003-11-17 12:00:00 -0500,8000000,USD,b
mad-mimi,Mad Mimi,3,web,,NY,2007-04-29 12:00:00 -0400,200000,USD,angel
social-median,Social Median,,web,New York,NY,2008-03-07 12:00:00 -0500,500000,USD,seed
scanbuy,Scanbuy,,software,New York,NY,2006-12-12 12:00:00 -0500,9000000,USD,b
scanbuy,Scanbuy,,software,New York,NY,2007-11-01 12:00:00 -0400,6800000,USD,b
pontiflex,Pontiflex,,web,Brooklyn,NY,2008-04-30 12:00:00 -0400,2500000,USD,a
chic-tv,CHIC.TV,12,web,New York,NY,2006-01-01 12:00:00 -0500,500000,USD,angel
expertflyer,ExpertFlyer,3,web,Patchogue,NY,2004-03-01 12:00:00 -0500,30000,USD,seed
x-1,x+1,,web,New York,NY,2008-06-01 12:00:00 -0400,16000000,USD,a
media6,Media6¡,,web,New York,NY,2008-05-01 12:00:00 -0400,2000000,USD,debt_round
knewton,Knewton,,web,New York,NY,2008-05-21 12:00:00 -0400,2500000,USD,a
sense-networks,Sense Networks,,mobile,New York City,NY,2008-04-01 12:00:00 -0400,3000000,USD,a
targetspot,TargetSpot,20,web,New York,NY,2008-03-11 12:00:00 -0400,8600000,USD,b
bountyjobs,BountyJobs,31,web,New York,NY,2008-07-07 12:00:00 -0400,12000000,USD,b
vbs-tv,vbs tv,40,other,Brooklyn,NY,2006-12-01 12:00:00 -0500,10000000,USD,seed
instinctiv,Instinctiv,,mobile,Ithaca,NY,2008-06-01 12:00:00 -0400,750000,USD,seed
visualplant,VISUALPLANT,6,web,New York,NY,2007-03-01 12:00:00 -0500,500000,USD,seed
xunlight,XunLight,,hardware,Toledo,OH,2008-05-07 12:00:00 -0400,22000000,USD,b
strands,Strands,150,web,Corvallis,OR,2006-03-01 12:00:00 -0500,6000000,USD,a
strands,Strands,150,web,Corvallis,OR,2007-06-18 12:00:00 -0400,25000000,USD,b
strands,Strands,150,web,Corvallis,OR,2007-12-01 12:00:00 -0500,24000000,USD,b
jivesoftware,Jive Software,,web,Portland,OR,2007-08-01 12:00:00 -0400,15000000,USD,a
platial,Platial,,web,Portland,OR,2005-10-01 12:00:00 -0400,800000,USD,angel
platial,Platial,,web,Portland,OR,2007-02-01 12:00:00 -0500,2600000,USD,a
garagegames,GarageGames,,web,Eugene,OR,2007-09-01 12:00:00 -0400,50000000,USD,a
iovation,iovation,50,web,Portland,OR,2008-03-27 12:00:00 -0400,15000000,USD,a
ingrid,InGrid,,web,Berwyn,PA,2007-07-01 12:00:00 -0400,13500000,USD,c
ingrid,InGrid,,web,Berwyn,PA,2004-09-01 12:00:00 -0400,6600000,USD,a
ingrid,InGrid,,web,Berwyn,PA,2006-06-01 12:00:00 -0400,8100000,USD,b
ingrid,InGrid,,web,Berwyn,PA,2006-06-01 12:00:00 -0400,1500000,USD,debt_round
sleep-fm,Sleep.FM,4,web,Philadelphia,PA,2008-03-30 12:00:00 -0400,15000,USD,seed
boomi,Boomi,0,web,Berwyn,PA,2008-07-01 12:00:00 -0400,4000000,USD,a
styky,Styky,3,web,Philadelphia,PA,2007-01-01 12:00:00 -0500,100000,USD,seed
totaltakeout,TotalTakeout,25,web,Allentown,PA,2007-10-01 12:00:00 -0400,150000,USD,seed
redlasso,RedLasso,,web,King of Prussia,PA,2007-11-01 12:00:00 -0400,6500000,CAD,a
qpondirect,QponDirect,10,web,Pittsburgh,PA,2008-03-01 12:00:00 -0500,300000,USD,angel
energyweb-solutions,EnergyWeb Solutions,3,web,Allentown,PA,2006-06-15 12:00:00 -0400,100000,USD,seed
aria-systems,Aria Systems,,software,Media,PA,2007-11-07 12:00:00 -0500,4000000,USD,a
vivsimo,Viv’simo,,software,Pittsburgh,PA,2008-03-17 12:00:00 -0400,4000000,USD,a
vivsimo,Viv’simo,,software,Pittsburgh,PA,2003-07-12 12:00:00 -0400,960000,USD,seed
vivsimo,Viv’simo,,software,Pittsburgh,PA,2002-07-04 12:00:00 -0400,500000,USD,seed
vivsimo,Viv’simo,,software,Pittsburgh,PA,"",100000,USD,seed
vivsimo,Viv’simo,,software,Pittsburgh,PA,2001-01-29 12:00:00 -0500,100000,USD,seed
showclix,ShowClix,,web,Oakmont,PA,2007-10-01 12:00:00 -0400,150000,USD,seed
showclix,ShowClix,,web,Oakmont,PA,2008-06-01 12:00:00 -0400,250000,USD,seed
biowizard,BioWizard,8,web,Wayne,PA,2008-01-03 12:00:00 -0500,1000000,USD,a
ticketleap,TicketLeap,4,web,Philadelphia,PA,2008-07-22 12:00:00 -0400,2000000,USD,a
tizra,Tizra,,web,Providence,RI,2007-05-01 12:00:00 -0400,500000,USD,seed
quickoffice,Quickoffice,,software,Plano,TN,2007-02-05 12:00:00 -0500,7000000,USD,b
quickoffice,Quickoffice,,software,Plano,TN,2006-01-01 12:00:00 -0500,11500000,USD,a
quickoffice,Quickoffice,,software,Plano,TN,2008-05-23 12:00:00 -0400,3000000,USD,c
thoof,Thoof,,web,Austin,TX,2007-06-01 12:00:00 -0400,1000000,USD,seed
bazaarvoice,Bazaarvoice,,web,Austin,TX,2006-05-01 12:00:00 -0400,4000000,USD,a
bazaarvoice,Bazaarvoice,,web,Austin,TX,2007-09-01 12:00:00 -0400,8800000,USD,b
bazaarvoice,Bazaarvoice,,web,Austin,TX,2008-06-18 12:00:00 -0400,7100000,USD,c
smallworldlabs,Small World Labs,25,web,Austin,TX,2008-03-19 12:00:00 -0400,1000000,USD,a
pluck,Pluck,,web,Austin,TX,2004-10-06 12:00:00 -0400,8500000,USD,b
pluck,Pluck,,web,Austin,TX,2006-11-14 12:00:00 -0500,7000000,USD,c
spiceworks,Spiceworks,,web,Austin,TX,2007-08-01 12:00:00 -0400,8000000,USD,b
spendview,SpendView,3,web,Houston,TX,2008-01-01 12:00:00 -0500,2000000,USD,a
shangby,Shangby,,web,Austin,TX,2007-06-01 12:00:00 -0400,1000000,USD,a
onnetworks,On Networks,20,web,Austin,TX,2006-11-01 12:00:00 -0500,4000000,USD,a
onnetworks,On Networks,20,web,Austin,TX,2007-11-01 12:00:00 -0400,12000000,USD,b
careflash,CareFlash,0,web,Houston,TX,2007-08-01 12:00:00 -0400,600000,USD,seed
heliovolt,HelioVolt,,web,Austin,TX,2007-08-01 12:00:00 -0400,77000000,USD,b
challenge-games,Challenge Games,,web,Austin,TX,2008-07-10 12:00:00 -0400,4500000,USD,a
woot,Woot,100,web,Carrollton,TX,2008-01-01 12:00:00 -0500,4000000,USD,a
mumboe,Mumboe,17,software,Austin,TX,2006-10-01 12:00:00 -0400,4500000,USD,seed
breakingpoint-systems,BreakingPoint Systems,54,hardware,Austin,TX,2007-11-12 12:00:00 -0500,15000000,USD,c
famecast,FameCast,,web,Austin,TX,2007-06-01 12:00:00 -0400,4500000,USD,a
click-forensics,Click Forensics,,web,Austin,TX,2007-01-01 12:00:00 -0500,5000000,USD,a
click-forensics,Click Forensics,,web,Austin,TX,2008-03-01 12:00:00 -0500,10000000,USD,b
godtube,GodTube,,web,Plano,TX,2008-05-04 12:00:00 -0400,30000000,USD,b
ibiz-software,iBiz Software,50,software,Dallas,TX,2008-05-20 12:00:00 -0400,250000,USD,angel
cosential,Cosential,10,web,Austin,TX,2002-06-01 12:00:00 -0400,250000,USD,b
jad-tech-consulting,JAD Tech Consulting,6,consulting,Richardson,TX,1993-09-23 12:00:00 -0400,125000,USD,seed
mozy,Mozy,26,web,American Fork,UT,2005-05-01 12:00:00 -0400,1900000,USD,a
mozy,Mozy,26,web,American Fork,UT,2005-05-01 12:00:00 -0400,1900000,USD,a
ancestry-com,Ancestry.com,,web,Provo,UT,1999-09-01 12:00:00 -0400,33200000,USD,b
movenetworks,Move Networks,,web,American Fork,UT,2006-12-01 12:00:00 -0500,11300000,USD,a
movenetworks,Move Networks,,web,American Fork,UT,2007-10-01 12:00:00 -0400,34000000,USD,b
movenetworks,Move Networks,,web,American Fork,UT,2008-04-14 12:00:00 -0400,46000000,USD,c
worldvitalrecords,World Vital Records,,web,Provo,UT,2007-09-01 12:00:00 -0400,1200000,USD,a
bungee-labs,Bungee Labs,38,web,Orem,UT,2008-03-14 12:00:00 -0400,8000000,USD,c
footnote,Footnote,31,web,Lindon,UT,2008-01-01 12:00:00 -0500,8000000,USD,a
mediaforge,mediaFORGE,,web,Salt Lake City,UT,2006-07-01 12:00:00 -0400,1500000,USD,a
teamstreamz,TeamStreamz,5,web,Lehi,UT,2007-01-10 12:00:00 -0500,80000,USD,seed
exinda,Exinda,,software,Sandy,UT,2004-05-22 12:00:00 -0400,6000000,USD,a
clearspring,Clearspring,,web,McLean,VA,2006-05-01 12:00:00 -0400,2500000,USD,a
clearspring,Clearspring,,web,McLean,VA,2007-02-01 12:00:00 -0500,5500000,USD,b
clearspring,Clearspring,,web,McLean,VA,2008-05-20 12:00:00 -0400,18000000,USD,c
clearspring,Clearspring,,web,McLean,VA,2007-07-27 12:00:00 -0400,10000000,USD,b
availmedia,Avail Media,,web,Reston,VA,2007-05-01 12:00:00 -0400,17000000,USD,b
availmedia,Avail Media,,web,Reston,VA,2007-11-01 12:00:00 -0400,25000000,USD,c
fortiusone,FortiusOne,,web,Arlington,VA,2007-05-01 12:00:00 -0400,5450000,USD,b
mixx,Mixx,,web,,VA,2007-09-01 12:00:00 -0400,1500000,USD,a
mixx,Mixx,,web,,VA,2008-02-01 12:00:00 -0500,2000000,USD,b
jobfox,Jobfox,,web,McLean,VA,2008-01-01 12:00:00 -0500,20000000,USD,c
jobfox,Jobfox,,web,McLean,VA,2006-05-01 12:00:00 -0400,13000000,USD,b
jobfox,Jobfox,,web,McLean,VA,2005-04-01 12:00:00 -0500,7000000,USD,a
healthcentral,HealthCentral,,web,Arlington,VA,2008-01-01 12:00:00 -0500,50000000,USD,a
comscore,comScore,,web,Reston,VA,2002-06-06 12:00:00 -0400,20000000,USD,d
comscore,comScore,,web,Reston,VA,2001-08-13 12:00:00 -0400,15000000,USD,c
visualcv,VisualCV,20,web,Reston,VA,2008-01-28 12:00:00 -0500,2000000,USD,a
paxfire,Paxfire,,,Sterling,VA,2005-05-22 12:00:00 -0400,2100000,USD,a
shoutwire,ShoutWire,9,web,,VA,2007-01-01 12:00:00 -0500,500000,USD,a
parature,Parature,100,software,Vienna,VA,2006-07-05 12:00:00 -0400,13500000,USD,a
parature,Parature,100,software,Vienna,VA,2008-05-07 12:00:00 -0400,16000000,USD,b
loladex,Loladex,2,web,Leesburg,VA,2007-11-01 12:00:00 -0400,350000,USD,seed
appian,Appian,120,software,Vienna,VA,2008-07-21 12:00:00 -0400,10000000,USD,a
fortisphere,Fortisphere,50,software,Chantilly,VA,2007-11-19 12:00:00 -0500,10000000,USD,a
wetpaint,Wetpaint,35,web,Seattle,WA,2005-10-01 12:00:00 -0400,5250000,USD,a
wetpaint,Wetpaint,35,web,Seattle,WA,2007-01-01 12:00:00 -0500,9500000,USD,b
wetpaint,Wetpaint,35,web,Seattle,WA,2005-05-01 12:00:00 -0400,25000000,USD,c
jobster,Jobster,,web,Seattle,WA,2005-08-01 12:00:00 -0400,19500000,USD,b
jobster,Jobster,,web,Seattle,WA,2006-07-01 12:00:00 -0400,18000000,USD,c
jobster,Jobster,,web,Seattle,WA,2005-01-01 12:00:00 -0500,8000000,USD,a
jobster,Jobster,,web,Seattle,WA,2008-04-25 12:00:00 -0400,7000000,USD,d
yapta,Yapta,,web,Seattle,WA,2007-07-01 12:00:00 -0400,2300000,USD,a
yapta,Yapta,,web,Seattle,WA,2007-07-01 12:00:00 -0400,700000,USD,seed
farecast,Farecast,26,web,Seattle,WA,2004-10-01 12:00:00 -0400,1500000,USD,a
farecast,Farecast,26,web,Seattle,WA,2005-07-01 12:00:00 -0400,7000000,USD,b
farecast,Farecast,26,web,Seattle,WA,2007-01-01 12:00:00 -0500,12100000,USD,c
hautesecure,Haute Secure,,web,Seattle,WA,2007-01-01 12:00:00 -0500,500000,USD,a
newsvine,Newsvine,6,web,Seattle,WA,2005-07-01 12:00:00 -0400,1250000,USD,a
ilike,iLike,28,web,Seattle,WA,2006-01-01 12:00:00 -0500,2500000,USD,a
ilike,iLike,28,web,Seattle,WA,2006-01-01 12:00:00 -0500,13300000,USD,b
redfin,Redfin,100,web,Seattle,WA,2007-07-01 12:00:00 -0400,12000000,USD,c
redfin,Redfin,100,web,Seattle,WA,2006-05-01 12:00:00 -0400,8000000,USD,b
redfin,Redfin,100,web,Seattle,WA,2005-09-01 12:00:00 -0400,770000,USD,a
actionengine,Action Engine,,web,Bellevue,WA,"",7700000,USD,a
actionengine,Action Engine,,web,Bellevue,WA,2002-05-01 12:00:00 -0400,5000000,USD,b
actionengine,Action Engine,,web,Bellevue,WA,2005-01-01 12:00:00 -0500,10000000,USD,d
actionengine,Action Engine,,web,Bellevue,WA,2003-03-01 12:00:00 -0500,15500000,USD,c
actionengine,Action Engine,,web,Bellevue,WA,2007-07-01 12:00:00 -0400,20000000,USD,e
wishpot,Wishpot,,web,Seattle,WA,2008-04-29 12:00:00 -0400,1000000,USD,a
payscale,PayScale,,web,Seattle,WA,2004-10-01 12:00:00 -0400,3200000,USD,a
payscale,PayScale,,web,Seattle,WA,2005-10-01 12:00:00 -0400,7000000,USD,b
payscale,PayScale,,web,Seattle,WA,2007-07-01 12:00:00 -0400,10300000,USD,c
buddytv,BuddyTV,,web,Seattle,WA,2007-07-01 12:00:00 -0400,2800000,USD,a
buddytv,BuddyTV,,web,Seattle,WA,2007-05-01 12:00:00 -0400,250000,USD,angel
buddytv,BuddyTV,,web,Seattle,WA,2008-04-14 12:00:00 -0400,6000000,USD,b
judysbook,Judys Book,,web,Seattle,WA,2004-07-01 12:00:00 -0400,2500000,USD,a
judysbook,Judys Book,,web,Seattle,WA,2005-11-01 12:00:00 -0500,8000000,USD,b
sampa,Sampa,4,web,Redmond,WA,2007-08-01 12:00:00 -0400,310000,USD,angel
sampa,Sampa,4,web,Redmond,WA,2008-04-02 12:00:00 -0400,1000000,USD,angel
zango,Zango,225,web,Bellevue,WA,2004-03-01 12:00:00 -0500,40000000,USD,a
cdigix,Cdigix,,web,Seattle,WA,2005-11-01 12:00:00 -0500,4000000,USD,a
ripl,Ripl,,web,Seattle,WA,2007-08-01 12:00:00 -0400,4500000,USD,b
eyejot,EyeJot,5,web,Seattle,WA,2007-05-01 12:00:00 -0400,750000,USD,seed
eyejot,EyeJot,5,web,Seattle,WA,2007-01-01 12:00:00 -0500,400000,USD,angel
flowplay,FlowPlay,6,web,Seattle,WA,2007-05-01 12:00:00 -0400,500000,USD,angel
flowplay,FlowPlay,6,web,Seattle,WA,2008-02-06 12:00:00 -0500,3700000,USD,a
smartsheet,SmartSheet,,web,Bellevue,WA,2007-06-01 12:00:00 -0400,2690000,USD,a
visibletechnologies,Visible Technologies,60,web,Seattle,WA,2006-08-01 12:00:00 -0400,3500000,USD,a
visibletechnologies,Visible Technologies,60,web,Seattle,WA,2007-09-01 12:00:00 -0400,12000000,USD,b
zillow,Zillow,155,web,Seattle,WA,2005-10-01 12:00:00 -0400,32000000,USD,a
zillow,Zillow,155,web,Seattle,WA,2006-07-01 12:00:00 -0400,25000000,USD,b
